634,"Subject: christmas tree farm pictures
",ham
660,"Subject: re : meter 1428 oct 99 - beaumont methanol
i ' m sorry , did we discuss bmc ? ? ? .
lee can confirm the accuracy of this , but bmc bought 20 , 000 from us and
intended no swing and no buyback . brandywine ( dorcheus ) controlled the meter ,
therefore it is their responsibility to make up the overs and unders . i
believe a deal is in place with brandywine to cover that very issue for
november . if not please let me know .
lee , if this is not your understanding for nov . business please let us all
know .
thanks
ken
howard b camp
12 / 20 / 99 07 : 36 pm
to : lee l papayoti / hou / ect @ ect
cc : thu nguyen / hou / ect @ ect , kenneth seaman / hou / ect @ ect , howard b
camp / hou / ect @ ect , kristen j hanson / hou / ect @ ect , stella l morris / hou / ect @ ect ,
julie meyers / hou / ect @ ect
subject : re : meter 1428 oct 99 - beaumont methanol
lee ,
i need you to answer a few questions to resolve this issue .
first , you show a deal volume of 20 , 000 on nov . 7 and the pipeline confirmed
this volume . is this the volume you agreed to sell beaumont methanol ? this
volume is in agreement what the deal ticket says , the volume confirmed by
hpl , and dorcheus ' s volume .
second , the buyback issue is that a buyback is set up until june 2000 per
julie meyers notes she sends out every month ( last note sent dec 3 and you
are on distribution list ) . brandywine has nothing to do with this issue . it
is an issue between hpl and beaumont methanol .
do we have an active buyback in place and how do you decide to use the
buyback ?
this is a commercial issue that i need further clarification from you if you
have a buyback in place or not . if not , please notify julie and note on the
deal ticket that this buyback is no longer effective .
if it is still active , please contact chyral and resolve .
let me know the final resolution .
hc
- - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 12 / 20 / 99 07 : 15
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : thu nguyen 12 / 20 / 99 03 : 38 pm
to : howard b camp / hou / ect @ ect
cc :
subject : re : meter 1428 oct 99 - beaumont methanol
- - - - - - - - - - - - - - - - - - - - - - forwarded by thu nguyen / hou / ect on 12 / 20 / 99 03 : 36 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
from : lee l papayoti on 12 / 20 / 99 02 : 01 pm
to : thu nguyen / hou / ect @ ect
cc : stella l morris / hou / ect @ ect , kristen j hanson / hou / ect @ ect
subject : re : meter 1428 oct 99 - beaumont methanol
i don ' t have all the data that you have in front of you and so am not in a
position to call bob dorcheus . . . . please call him directly at 281 - 293 - 1789
. . . . this is an issue between brandywine and beaumont methanol . . . . please
reference the fax from chyral hankins of beaumont methanol when you call bob
dorcheus .
also , chryal tells me there is a problem on november 13 , 14 , and 15 . . . . our
invoice shows us buying gas back from beaumont methanol on those three days ,
something that was a surprise to her . again , this an allocation issue
between beaumont methanol and brandywine . . . . please call chyral at
712 - 233 - 6558 before calling bob dorcheus .
thanks
from : thu nguyen 12 / 20 / 99 01 : 39 pm
to : lee l papayoti / hou / ect @ ect
cc : stella l morris / hou / ect @ ect , kristen j hanson / hou / ect @ ect
subject : meter 1428 oct 99 - beaumont methanol
lee ,
stella tells me she does have a nom of 20 , 000 on day 7 . could you please get
back with dorcheus and find out why there is a discrecpancy in the noms ?
thanks
thu
3 - 7159
- - - - - - - - - - - - - - - - - - - - - - forwarded by thu nguyen / hou / ect on 12 / 20 / 99 01 : 33 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
from : thu nguyen 12 / 15 / 99 09 : 45 am
to : stella l morris / hou / ect @ ect
cc : lee l papayoti / hou / ect @ ect
subject : meter 1428 oct 99 - beaumont methanol
stella ,
could you please verify your confirmations for beaumont methanol for oct 99
prod . there is a discrepancy on day 7 , where we have confirmed nom of 20 , 000
and they show zero . i will send you a fax copy from chyral hankins . please
let me know .
thanks
thu
3 - 7159",ham
661,"Subject: re : evergreen deals
no that is a gtc firm that will expire when the contract does .
julie
daren j farmer
12 / 20 / 99 04 : 05 pm
to : julie meyers / hou / ect @ ect
cc :
subject : re : evergreen deals
vintage should be 93730 .
julie meyers
12 / 20 / 99 02 : 27 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : evergreen deals
look at comments below .
julie
daren j farmer
12 / 20 / 99 01 : 43 pm
to : julie meyers / hou / ect @ ect
cc :
subject : evergreen deals
julie ,
i need to know if the following deals have evergreen provisions to roll into
jan 2000 .
cokinos / 9676 95912 - no this is a gtc firm contract , deal expires with
contract
cokinos / 6373 128952 - this is a gtc spot
coral / 4120 93883 - this is on a single transaction contract , we would need
to check with the trader
encina / 6392 93487 - yes , this is a committed reserve . i marked the
evergreen flag .
midcoast / 5097 92956 - no , gtc lst purchaser , deal expires with contract .
united o & m / 5053 93728 - no , this deal was moved to the wellhead portfolio
for january , but the deal was terminated per legal .
vintage / 2540 93750 - not the right deal number .
thanks .
d",ham
662,"Subject: re : evergreen deals
look at comments below .
julie
daren j farmer
12 / 20 / 99 01 : 43 pm
to : julie meyers / hou / ect @ ect
cc :
subject : evergreen deals
julie ,
i need to know if the following deals have evergreen provisions to roll into
jan 2000 .
cokinos / 9676 95912 - no this is a gtc firm contract , deal expires with
contract
cokinos / 6373 128952 - this is a gtc spot
coral / 4120 93883 - this is on a single transaction contract , we would need
to check with the trader
encina / 6392 93487 - yes , this is a committed reserve . i marked the
evergreen flag .
midcoast / 5097 92956 - no , gtc lst purchaser , deal expires with contract .
united o & m / 5053 93728 - no , this deal was moved to the wellhead portfolio
for january , but the deal was terminated per legal .
vintage / 2540 93750 - not the right deal number .
thanks .
d",ham
663,"Subject: potential well head - january 2000
darren :
the following is the potential new wellhead volume for january 2000 that i
am currently aware of . this was not included in the production estimate
number given by vance .
eog - hortense # 1 , polk county , new meter , 5 , 000 mmbtu / day
brayton operating - brayton - drushell # 1 , jackson county , possibly new
meter or meter 9720 , 3 , 000 mmbtu / day
let me know if you have any questions ,
susan x 33321",ham
664,"Subject: january production estimate
daren / carlos :
i did not receive any more customer nominations . therefore , the attached
file should not have changed from what was provided to carlos last week .
please let me know if you have any questions ,
thanks , scs x 33321
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 12 / 20 / 99 11 : 23 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
12 / 17 / 99 04 : 07 pm
to : susan smith / hou / ect @ ect
cc : melissa graves / hou / ect @ ect
subject : january production estimate
susan ,
please see the attached file for january ' s production estimate . this is
pretty much the final estimate except that i have calls in to costilla &
walter ( superior ) . they both said that they would fax their nom once it was
complete . hopefully this will be by monday . if not , all of the traders have
reviewed the estimate and made their changes . i feel pretty confident that
this is a good number . however , if your should receive any noms before
monday at noon , please update the file and send it to carlos and daren .
thanks and merry christmas to you and yours !
vlt
x 3 - 6353",ham
665,"Subject: re : pennzoil avails
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 20 / 99 03 : 05
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 20 / 99 02 : 46 : 42 pm
to : ami chokshi / corp / enron @ enron
cc :
subject : re : pennzoil avails
here are the january 1999 devon south texas volumes . you may notice that some
if them are not different from december ' s . . . but i reviewed their list and
these are the january numbers .
david
- devon stx . xls",ham
666,"Subject: valero 8018 and 1394
it is my understanding the outages valero incurred at the above locations are
force majure situations during december and should not trigger the buyback
feature of the contract .
gary , i have not seen any documentation of this from valero . please follow up
with your counterpart to secure the letter of notice or we will need to
process the deal as if the buyback is active .
thanks
ken",ham
667,"Subject: hl & p
daren . sorry i forgot to include you
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 01 : 33
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kimberly vaughn
12 / 21 / 99 02 : 01 pm
to : janet h wallis / hou / ect @ ect
cc : howard b camp / hou / ect @ ect
subject : hl & p
janet . i am back from vacation . i have updated the hl & p flow mtd . jill
told me that on the 18 th , 19 th and 20 th the san jac . nom should be 29 , 209 .
is this correct ? we ' ll need to change sitara . i have had scada problems at
meter 1401 . gas control has given me a verbal from the 14 th on . i will
monitor scada and adjust as necessary . let me know if there is anything else
that i can do . thanks .",ham
668,"Subject: phillips petroleum
i wanted to update you on those phillips deals that the counterparty is
saying are booked wrong . i have left gary l . a voice mail , but i have a
feeling i won ' t be hearing from him . so , we might not be getting an answer
until next week on these deals . the deals are ; 131054 & 131048 .
if i hear from gary i ' ll let you know . i ' m hoping that they are ok .
julie",ham
669,"Subject: re : meter # 1512
no one resolved this . it still needs to be done . you , robert , and volume
management need to be involved for november . you and robert can take care of
dec . if you need more input let me know .
thanks
ken
kimberly vaughn
12 / 21 / 99 04 : 17 pm
to : kenneth seaman / hou / ect @ ect
cc :
subject : re : meter # 1512
i was on vacation the week that sent this note out . i was just wondering if
anyone helped you resolve this ? and if not do you need help ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 03 : 15
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 12 / 21 / 99 03 : 28 pm
to : kimberly vaughn / hou / ect @ ect
cc :
subject : re : meter # 1512
i think i know what you are asking , but not for sure . what does do this while
i was out mean ? ?
kimberly vaughn
12 / 21 / 99 02 : 12 pm
to : kenneth seaman / hou / ect @ ect
cc :
subject : meter # 1512
ken . did anyone do this while i was out ? do you need anthing ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 01 : 10
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 12 / 13 / 99 02 : 19 pm
to : howard b camp / hou / ect @ ect , kimberly vaughn / hou / ect @ ect , robert e
lloyd / hou / ect @ ect
cc :
subject : meter # 1512
in november volume was applied to deal # 92963 when , in fact , all volume
should be on 125066 . please effect this change asap and insure december is
set up for 125066 . deal # 92963 should have been terminated at the end of
october .
thanks
ken",ham
670,"Subject: 98 - 1052 ( pasadena plant phillips ) and 98 - 6614 ( lehrer "" c "" # 1 )
98 - 1052 ( del . meter ) has flow for 11 / 10 / 99 and 11 / 11 / 99 . maxey walters
( field guy ) informed me that he rec ' d a call from our mktg . people asking him
to flow gas these two days due to problems ocurring at phillips on these two
days . can you please look into this for me and see if you can provide me
with a k # to assess this business to ? thanks .
98 - 6614 ( rec . meter ) has flow for every day this month but no k . last month
it was on the 215 k , sitara # 93035 . the start date on this deal is 7 / 1 / 99 and
the stop date is 11 / 30 / 99 . sitara # 130917 ' s start and stop date is 10 / 1 / 99
and 1 / 31 / 00 but the expected vols for 12 / 99 are "" 0 "" . can you look into this
and tell me is the expected vols . for 12 / 99 should be different ?
thanks again .
- jackie -
3 - 9497",ham
671,"Subject: 01 / 00 natural gas nomination
enron methanol company nominates the following requirements for the methanol
plant for january 2000 :
35 , 000 mmbtu per day
egpfc nominates the following requirements for the mtbe plant at morgan ' s
point for january 2000 :
2 , 000 mmbtu per day from 01 / 01 / 00 through 01 / 04 / 00
5 , 000 mmbtu per day from 01 / 05 / 00 through 01 / 08 / 00
8 , 500 mmbtu per day from 01 / 09 / 00 through 01 / 31 / 00",ham
672,"Subject: misc . questions
hhere are some questions for david that i already sent . do you have anything
else ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 21 / 99 01 : 49
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 12 / 21 / 99 12 : 35 pm
to : dscottl @ . com
cc :
subject : misc . questions
questions :
1 . at agua dulce , which pipe can the gp plant go into ? can it go into hpl ?
2 . do you have nom forms for any plant nominations we may need ?
3 . for gemc , is the tejas plant at thompsonville ? do you know how any of
those points tie into hpl ?
4 . do you have avails for mops production ? the gas that is transported to
tivoli - - what contract do you use ?
5 . for kerr mcgee , do you have the entex contacts you speak with ?
6 . is there a waskom nom form ? with whom do you speak over there ?
7 . for the avails sheet you sent , the first row of column titles is blacked
out . can you tell me what the row reads ?
8 . what volumes will come from koch gathering into carthage for next month ?
we show conflicting numbers .
thanks ,
ami
713 / 853 - 9272
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 21 / 99 01 : 49
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 12 / 21 / 99 01 : 48 pm
to : dscottl @ . com
cc :
subject : more questions
1 . at carthage , the deliveries to koch ? what is that 15000 on your
whiteboard for . who is it to ? are the volumes termed up ?
2 . at midcon texas , you usually sell all the supply to its marketing
affiliate , correct ? is so , is that gas termed up or do you sell it month to
month ?
3 . is the gas to entex off tomcat sold as base or swing ? don ' t they change
the volume occasionally ? has anadarko given you any avails for jan ?
thanks ,
ami",ham
673,"Subject: kerr mcgee : tomcat
hey joe ,
here ' s the response i got with regards to tomcat . i ' ve place another call
into david and let him know that the information we received included most
points except for tomcat . i ' ll keep you informed .
what i know is that the gas is sourced at mi 587 and moved on km ' s firm
contract . for as long as ces remembers , they sell the gas to entex . entex
chooses the pipe off which they take - - usually midcon - - also , hpl channel , or
tejas . km is invoiced directly . volume is approx . 2395 . the deal with entex
is written up monthly . km pays on a basket of indices . entex pays on the
highest index .
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 21 / 99 09 : 32
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 21 / 99 09 : 18 : 12 am
to : ami chokshi / corp / enron @ enron
cc :
subject : re :
the response i got from our risk desk was that your structuring group has
already been provided all of this information . . . so you probably need to
check
with them . my guess would be tetco stx is where the tomcat gas belongs .
david",ham
